Segment,State,Category,SubCategory,Sales,Quantity,Discount,Profit,Shipping Cost
Consumer,California,Office Supplies,Supplies,31.92,4,0,9.2568,5.4
Consumer,New York,Furniture,Chairs,127.764,2,0.1,21.294,5.4
Corporate,California,Office Supplies,Paper,20.04,3,0,9.6192,5.39
Consumer,Florida,Office Supplies,Art,30.976,8,0.2,5.0336,5.39
Corporate,Texas,Technology,Accessories,39.984,2,0.2,-1.4994,5.39
Home Office,California,Office Supplies,Appliances,87.36,6,0,23.5872,5.39
Consumer,New York,Office Supplies,Paper,25.92,4,0,12.4416,5.38
Consumer,Tennessee,Office Supplies,Appliances,43.512,7,0.2,3.8073,5.38
Consumer,California,Office Supplies,Binders,123.144,7,0.2,46.179,5.38
Consumer,New York,Office Supplies,Labels,91.59,3,0,42.1314,5.38
Home Office,Texas,Office Supplies,Storage,52.752,3,0.2,-12.5286,5.38
Consumer,Pennsylvania,Technology,Accessories,39.992,1,0.2,7.4985,5.37
Consumer,Virginia,Office Supplies,Fasteners,45,9,0,21.6,5.37
Home Office,Alabama,Office Supplies,Binders,33.74,7,0,15.5204,5.37
Consumer,New York,Office Supplies,Labels,14.4,5,0,7.056,5.37
Home Office,Georgia,Technology,Phones,200.97,3,0,50.2425,5.37
Corporate,New York,Office Supplies,Paper,37.94,2,0,18.2112,5.37
Corporate,New York,Furniture,Furnishings,82.26,3,0,33.7266,5.37
Home Office,Massachusetts,Office Supplies,Art,17.12,4,0,4.9648,5.37
Corporate,Washington,Office Supplies,Paper,91.84,8,0,45.0016,5.36
Consumer,New York,Office Supplies,Paper,92.94,3,0,41.823,5.36
Consumer,Kentucky,Office Supplies,Appliances,180.66,3,0,50.5848,5.35
Corporate,North Carolina,Office Supplies,Binders,28.854,6,0.7,-21.1596,5.35
Corporate,Illinois,Office Supplies,Paper,17.76,3,0.2,5.55,5.35
Corporate,Connecticut,Office Supplies,Appliances,79.47,3,0,22.2516,5.35
Consumer,Arizona,Technology,Phones,87.8,5,0.2,32.925,5.35
Corporate,Texas,Office Supplies,Supplies,23.76,3,0.2,2.079,5.34
Consumer,Pennsylvania,Office Supplies,Paper,41.472,8,0.2,14.5152,5.34
Corporate,Maryland,Office Supplies,Art,17.52,3,0,5.256,5.34
Consumer,Tennessee,Technology,Phones,143.928,9,0.2,-32.3838,5.34
Consumer,Arkansas,Technology,Accessories,34.95,5,0,15.378,5.33
Home Office,California,Office Supplies,Binders,64.96,14,0.2,22.736,5.32
Corporate,Washington,Office Supplies,Binders,25.032,3,0.2,7.8225,5.32
Home Office,California,Technology,Accessories,107.97,3,0,22.6737,5.32
Home Office,Michigan,Furniture,Furnishings,53.88,6,0,22.6296,5.32
Consumer,Texas,Office Supplies,Paper,36.288,7,0.2,12.7008,5.32
Consumer,Illinois,Office Supplies,Storage,50.352,3,0.2,-8.1822,5.32
Home Office,Louisiana,Technology,Phones,149.95,5,0,41.986,5.31
Corporate,California,Office Supplies,Paper,41.7,5,0,20.85,5.31
Consumer,California,Office Supplies,Storage,84.84,3,0,22.9068,5.31
Corporate,Nebraska,Office Supplies,Binders,15.36,2,0,7.68,5.31
Corporate,Washington,Technology,Phones,86.352,6,0.2,8.6352,5.31
Corporate,California,Technology,Phones,119.96,1,0.2,7.4975,5.31
Corporate,Wisconsin,Technology,Phones,86.97,3,0,25.2213,5.3
Consumer,North Carolina,Office Supplies,Appliances,64.864,4,0.2,6.4864,5.3
Corporate,Virginia,Office Supplies,Labels,62.1,6,0,29.808,5.3
Consumer,Washington,Office Supplies,Storage,69.52,2,0,17.38,5.3
Consumer,California,Office Supplies,Paper,47.52,9,0,22.8096,5.29
Consumer,Illinois,Furniture,Furnishings,38.976,3,0.6,-50.6688,5.29
Corporate,Pennsylvania,Technology,Accessories,95.88,3,0.2,28.764,5.28
Consumer,Texas,Office Supplies,Storage,281.424,11,0.2,-35.178,5.28
Consumer,Virginia,Office Supplies,Appliances,44.43,3,0,18.6606,5.28
Home Office,Pennsylvania,Technology,Accessories,72,1,0.2,14.4,5.28
Corporate,Wisconsin,Office Supplies,Paper,51.84,8,0,24.8832,5.27
Corporate,Illinois,Office Supplies,Storage,27.44,2,0.2,2.401,5.27
Home Office,Texas,Office Supplies,Storage,74.416,2,0.2,-14.8832,5.27
Consumer,New York,Office Supplies,Paper,24.56,2,0,11.5432,5.27
Consumer,Ohio,Office Supplies,Art,89.856,3,0.2,21.3408,5.26
Consumer,Pennsylvania,Office Supplies,Binders,18.588,2,0.7,-13.6312,5.26
Consumer,Texas,Technology,Accessories,21.48,3,0.2,-0.2685,5.26
Consumer,California,Furniture,Furnishings,38.29,7,0,16.4647,5.26
Home Office,Washington,Technology,Phones,105.584,2,0.2,7.9188,5.26
Corporate,Texas,Office Supplies,Storage,107.44,10,0.2,10.744,5.26
Home Office,Pennsylvania,Office Supplies,Labels,20.808,9,0.2,7.0227,5.26
Consumer,California,Office Supplies,Art,49.56,7,0,18.8328,5.26
Consumer,California,Technology,Accessories,90.57,3,0,11.7741,5.25
Corporate,Pennsylvania,Office Supplies,Storage,59.712,6,0.2,5.9712,5.25
Consumer,New York,Office Supplies,Binders,52.272,11,0.2,17.6418,5.25
Corporate,Texas,Furniture,Furnishings,21.184,2,0.6,-11.6512,5.25
Consumer,Tennessee,Office Supplies,Paper,25.92,5,0.2,9.072,5.24
Corporate,Texas,Office Supplies,Art,31.776,4,0.2,8.7384,5.24
Corporate,North Carolina,Office Supplies,Paper,88.768,2,0.2,31.0688,5.24
Corporate,New York,Office Supplies,Paper,62.82,9,0,29.5254,5.24
Consumer,Illinois,Furniture,Tables,69.375,1,0.5,-47.175,5.24
Home Office,Virginia,Furniture,Furnishings,39.96,2,0,14.3856,5.24
Consumer,California,Office Supplies,Storage,26.96,2,0,7.0096,5.23
Corporate,New York,Office Supplies,Paper,45.36,4,0,22.2264,5.22
Consumer,North Carolina,Furniture,Bookcases,77.728,2,0.2,-3.8864,5.22
Consumer,Washington,Office Supplies,Paper,19.44,3,0,9.3312,5.21
Corporate,Illinois,Technology,Phones,49.616,2,0.2,4.9616,5.21
Consumer,Texas,Office Supplies,Supplies,185.376,2,0.2,-34.758,5.21
Consumer,Massachusetts,Technology,Phones,39.99,1,0,11.5971,5.2
Home Office,Wisconsin,Office Supplies,Appliances,91.6,5,0,26.564,5.19
Home Office,Connecticut,Office Supplies,Storage,38.62,2,0,10.8136,5.18
Corporate,New York,Furniture,Furnishings,60.35,5,0,19.9155,5.18
Home Office,New Jersey,Office Supplies,Storage,46.26,3,0,12.0276,5.17
Corporate,New York,Furniture,Furnishings,88.02,3,0,27.2862,5.17
Consumer,Ohio,Furniture,Furnishings,30.36,5,0.2,8.7285,5.17
Corporate,Florida,Office Supplies,Paper,74.352,3,0.2,23.235,5.16
Consumer,Michigan,Office Supplies,Storage,965.85,5,0,135.219,5.16
Consumer,California,Office Supplies,Envelopes,43.96,2,0,20.6612,5.16
Corporate,Colorado,Office Supplies,Storage,114.288,1,0.2,12.8574,5.16
Consumer,Texas,Office Supplies,Paper,127.904,7,0.2,41.5688,5.16
Consumer,Illinois,Technology,Accessories,153.824,11,0.2,38.456,5.16
Consumer,New York,Furniture,Furnishings,29.78,2,0,8.0406,5.15
Corporate,California,Office Supplies,Binders,69.456,2,0.2,22.5732,5.15
Consumer,Tennessee,Office Supplies,Paper,25.92,5,0.2,9.072,5.15
Consumer,California,Office Supplies,Envelopes,186.69,3,0,87.7443,5.15
Home Office,Virginia,Furniture,Furnishings,61.1,5,0,18.33,5.15
Consumer,Pennsylvania,Technology,Accessories,51.56,5,0.2,-6.445,5.15
Corporate,Georgia,Technology,Accessories,79.99,1,0,28.7964,5.15
Consumer,Ohio,Office Supplies,Fasteners,40.096,14,0.2,14.5348,5.14
Consumer,Ohio,Furniture,Chairs,99.372,2,0.3,-7.098,5.14
Consumer,California,Technology,Phones,72.744,7,0.2,-15.4581,5.14
Consumer,Florida,Technology,Phones,55.984,2,0.2,4.1988,5.14
Home Office,Virginia,Furniture,Bookcases,61.96,2,0,4.3372,5.13
Consumer,Washington,Office Supplies,Binders,47.208,7,0.2,15.3426,5.13
Consumer,California,Office Supplies,Supplies,20.46,2,0,5.3196,5.13
Consumer,California,Furniture,Furnishings,166.5,3,0,21.645,5.13
Consumer,California,Office Supplies,Supplies,33.36,4,0,8.6736,5.12
Corporate,California,Technology,Accessories,36.51,1,0,15.6993,5.12
Consumer,Arizona,Technology,Phones,35.12,2,0.2,13.17,5.12
Home Office,Ohio,Office Supplies,Art,30.816,9,0.2,2.6964,5.12
Consumer,Texas,Office Supplies,Binders,21.99,5,0.8,-32.985,5.12
Corporate,Montana,Office Supplies,Storage,39.9,5,0,10.374,5.11
Consumer,Arkansas,Technology,Accessories,26.85,3,0,5.1015,5.11
Consumer,Florida,Technology,Accessories,72.6,5,0.2,-8.1675,5.11
Consumer,Texas,Office Supplies,Appliances,58.924,1,0.8,-153.2024,5.11
Consumer,Michigan,Office Supplies,Binders,40.2,5,0,18.09,5.11
Consumer,Minnesota,Office Supplies,Paper,23.92,4,0,11.7208,5.1
Home Office,New Jersey,Technology,Accessories,63.96,4,0,19.8276,5.1
Home Office,California,Office Supplies,Paper,19.44,3,0,9.3312,5.1
Consumer,North Carolina,Office Supplies,Appliances,34.848,2,0.2,6.534,5.09
Consumer,California,Office Supplies,Paper,81.98,2,0,40.1702,5.09
Consumer,Ohio,Office Supplies,Binders,59.913,7,0.7,-45.9333,5.09
Consumer,Washington,Office Supplies,Binders,88.752,3,0.2,27.735,5.08
Corporate,California,Office Supplies,Paper,32.4,5,0,15.552,5.08
Consumer,Tennessee,Furniture,Furnishings,32.952,3,0.2,6.5904,5.08
Consumer,Colorado,Furniture,Furnishings,52.416,9,0.2,15.0696,5.07
Consumer,Oregon,Office Supplies,Appliances,35.208,1,0.2,2.6406,5.07
Home Office,Nebraska,Office Supplies,Binders,34.5,3,0,15.525,5.06
Consumer,South Carolina,Office Supplies,Fasteners,11.85,3,0,3.792,5.06
Consumer,California,Office Supplies,Labels,43.86,6,0,20.6142,5.05
Consumer,New York,Office Supplies,Labels,59.2,4,0,29.6,5.05
Corporate,Rhode Island,Technology,Accessories,69.98,2,0,4.8986,5.05
Corporate,Tennessee,Office Supplies,Appliances,76.608,8,0.2,6.7032,5.05
Consumer,Tennessee,Furniture,Furnishings,97.04,2,0.2,1.213,5.04
Consumer,California,Furniture,Furnishings,69.3,9,0,22.869,5.04
Corporate,New Jersey,Office Supplies,Paper,55.48,1,0,26.6304,5.04
Consumer,Texas,Office Supplies,Art,42.048,9,0.2,5.256,5.04
Corporate,Oregon,Office Supplies,Appliances,64.864,4,0.2,6.4864,5.04
Consumer,Washington,Office Supplies,Labels,87.71,7,0,41.2237,5.04
Corporate,California,Technology,Phones,71.976,3,0.2,8.997,5.04
Consumer,Oregon,Office Supplies,Storage,29.304,3,0.2,2.5641,5.04
Consumer,Washington,Office Supplies,Envelopes,65.94,3,0,30.9918,5.04
Corporate,California,Office Supplies,Paper,38.88,6,0,18.6624,5.02
Home Office,Arizona,Office Supplies,Art,15.872,1,0.2,1.984,5.02
Consumer,South Carolina,Office Supplies,Binders,58.34,2,0,28.0032,5.02
Corporate,New York,Office Supplies,Binders,55.008,3,0.2,17.19,5.02
Consumer,Florida,Office Supplies,Binders,43.188,4,0.7,-31.6712,5.01
Corporate,Michigan,Office Supplies,Labels,196.62,2,0,96.3438,5.01
Consumer,California,Office Supplies,Paper,19.44,3,0,9.3312,5.01
Consumer,Arizona,Office Supplies,Binders,72.588,2,0.7,-48.392,5.01
Consumer,New York,Office Supplies,Envelopes,29.34,3,0,14.67,5
Corporate,Oregon,Furniture,Bookcases,72.588,2,0.7,-128.2388,5
Corporate,Florida,Office Supplies,Paper,15.552,3,0.2,5.4432,4.99
Consumer,Virginia,Office Supplies,Art,34.65,3,0,10.395,4.99
Consumer,Washington,Office Supplies,Storage,57.93,3,0,16.2204,4.99
Consumer,California,Technology,Accessories,53.25,3,0,20.7675,4.99
Consumer,New York,Technology,Accessories,72.48,2,0,30.4416,4.99
Home Office,California,Office Supplies,Art,56.3,2,0,15.764,4.99
Consumer,Ohio,Office Supplies,Appliances,286.256,1,0.2,17.891,4.99
Consumer,Tennessee,Office Supplies,Paper,42.208,2,0.2,13.7176,4.99
Consumer,Texas,Office Supplies,Appliances,67.84,5,0.8,-179.776,4.99
Consumer,Florida,Technology,Phones,180.96,5,0.2,13.572,4.99
Consumer,Pennsylvania,Office Supplies,Binders,50.997,1,0.7,-40.7976,4.98
Home Office,Texas,Office Supplies,Appliances,62.79,3,0.8,-166.3935,4.98
Corporate,Texas,Technology,Accessories,79.512,3,0.2,20.8719,4.98
Corporate,Colorado,Technology,Phones,57.36,6,0.2,-14.34,4.98
Corporate,California,Furniture,Furnishings,72.9,5,0,26.973,4.98
Consumer,New York,Office Supplies,Paper,51.55,5,0,24.2285,4.97
Consumer,Indiana,Office Supplies,Binders,43.41,1,0,19.9686,4.97
Corporate,Ohio,Technology,Accessories,89.584,2,0.2,4.4792,4.96
Home Office,New York,Technology,Accessories,163.96,4,0,70.5028,4.96
Consumer,Mississippi,Office Supplies,Paper,19.44,3,0,9.3312,4.95
Consumer,Michigan,Office Supplies,Labels,103.6,7,0,51.8,4.95
Corporate,Colorado,Office Supplies,Storage,168.624,9,0.2,14.7546,4.95
Consumer,Indiana,Technology,Phones,50.97,3,0,13.2522,4.95
Corporate,New York,Furniture,Furnishings,40.48,2,0,14.5728,4.95
Home Office,Maryland,Office Supplies,Binders,37.66,7,0,18.4534,4.94
Home Office,California,Furniture,Furnishings,37.74,3,0,12.8316,4.94
Corporate,Florida,Furniture,Furnishings,19.52,2,0.2,5.368,4.94
Consumer,Texas,Furniture,Chairs,56.686,1,0.3,-14.5764,4.94
Corporate,Delaware,Technology,Phones,158.99,1,0,41.3374,4.94
Consumer,California,Office Supplies,Paper,146.73,3,0,68.9631,4.93
Corporate,Florida,Furniture,Furnishings,63.552,3,0.2,14.2992,4.93
Home Office,Arizona,Office Supplies,Storage,51.168,2,0.2,-6.396,4.93
Corporate,New York,Furniture,Chairs,127.764,2,0.1,2.8392,4.93
Consumer,Washington,Office Supplies,Storage,81.96,2,0,0,4.93
Corporate,Texas,Office Supplies,Paper,51.84,10,0.2,18.144,4.93
Corporate,Iowa,Furniture,Furnishings,34.58,7,0,14.5236,4.92
Consumer,California,Office Supplies,Storage,104.28,3,0,26.07,4.92
Consumer,Pennsylvania,Office Supplies,Appliances,34.384,1,0.2,3.8682,4.92
Home Office,Connecticut,Office Supplies,Paper,13.36,2,0,6.4128,4.92
Consumer,Louisiana,Office Supplies,Art,73.2,5,0,21.228,4.92
Consumer,North Carolina,Furniture,Furnishings,18.176,1,0.2,4.7712,4.92
Consumer,New York,Furniture,Furnishings,114.9,5,0,39.066,4.91
Consumer,Georgia,Office Supplies,Paper,49.12,4,0,23.0864,4.91
Consumer,California,Office Supplies,Storage,74.94,3,0,14.2386,4.91
Consumer,California,Office Supplies,Supplies,25.76,7,0,0.5152,4.91
Consumer,South Dakota,Office Supplies,Supplies,25.5,3,0,6.63,4.91
Corporate,Oklahoma,Technology,Accessories,63.88,4,0,24.9132,4.9
Corporate,Illinois,Furniture,Tables,66.645,3,0.5,-42.6528,4.9
Corporate,New Jersey,Office Supplies,Paper,94.85,5,0,45.528,4.9
Corporate,California,Office Supplies,Art,99.2,5,0,25.792,4.9
Home Office,California,Office Supplies,Paper,99.9,5,0,46.953,4.9
Consumer,Tennessee,Furniture,Chairs,161.568,2,0.2,-28.2744,4.89
Consumer,California,Office Supplies,Paper,38.88,6,0,19.0512,4.89
Corporate,California,Office Supplies,Fasteners,17.9,5,0,8.95,4.89
Consumer,Pennsylvania,Technology,Phones,55.188,2,0.4,-10.1178,4.88
Consumer,New York,Office Supplies,Paper,18.76,2,0,9.0048,4.88
Corporate,Pennsylvania,Furniture,Furnishings,54.768,2,0.2,6.846,4.88
Consumer,Michigan,Office Supplies,Art,43.92,3,0,12.7368,4.88
Corporate,Kentucky,Technology,Accessories,32.96,2,0,14.1728,4.88
Corporate,Texas,Office Supplies,Paper,30.816,9,0.2,9.63,4.88
Consumer,North Carolina,Office Supplies,Paper,31.104,6,0.2,10.8864,4.87
Home Office,Indiana,Office Supplies,Storage,67.4,5,0,17.524,4.87
Corporate,Texas,Office Supplies,Art,33.488,7,0.2,5.8604,4.86
Consumer,Montana,Office Supplies,Storage,87.08,7,0,24.3824,4.86
Consumer,North Carolina,Office Supplies,Supplies,52.136,7,0.2,5.8653,4.85
Consumer,California,Furniture,Chairs,203.92,5,0.2,22.941,4.85
Corporate,Texas,Technology,Phones,59.96,5,0.2,21.7355,4.85
Consumer,Illinois,Technology,Accessories,108.768,4,0.2,2.7192,4.85
Consumer,California,Furniture,Furnishings,86.26,2,0,29.3284,4.84
Corporate,New York,Technology,Phones,227.46,6,0,65.9634,4.84
Corporate,Massachusetts,Office Supplies,Appliances,61.96,2,0,16.1096,4.83
Consumer,Texas,Technology,Phones,88.776,3,0.2,7.7679,4.83
Consumer,New Jersey,Technology,Accessories,45,3,0,4.95,4.83
Corporate,Texas,Office Supplies,Storage,27.24,3,0.2,2.724,4.82
Consumer,California,Technology,Accessories,99.99,1,0,37.9962,4.82
Consumer,Michigan,Office Supplies,Binders,29.52,4,0,14.4648,4.82
Consumer,California,Office Supplies,Storage,31.92,4,0,8.2992,4.81
Consumer,Connecticut,Office Supplies,Paper,45.68,2,0,21.0128,4.81
Consumer,Texas,Technology,Accessories,55.2,1,0.2,-2.07,4.8
Consumer,California,Office Supplies,Storage,34.05,3,0,9.534,4.8
Home Office,Indiana,Technology,Phones,67.8,4,0,1.356,4.8
Consumer,California,Furniture,Furnishings,58.2,3,0,28.518,4.79
Consumer,New York,Office Supplies,Storage,22.58,2,0,5.8708,4.79
Consumer,Washington,Furniture,Furnishings,68.46,2,0,20.538,4.79
Consumer,California,Technology,Accessories,50,2,0,10.5,4.79
Consumer,California,Technology,Phones,79.92,10,0.2,26.973,4.78
Home Office,New Mexico,Office Supplies,Paper,45.36,7,0,21.7728,4.78
Corporate,Michigan,Furniture,Chairs,26.64,1,0,7.4592,4.78
Consumer,Mississippi,Office Supplies,Storage,87.92,4,0,0.8792,4.78
Consumer,Tennessee,Office Supplies,Paper,15.552,3,0.2,5.4432,4.78
Consumer,Washington,Office Supplies,Binders,27.68,2,0.2,9.688,4.77
Consumer,California,Technology,Accessories,66.26,2,0,27.1666,4.77
Corporate,Texas,Office Supplies,Binders,26.046,3,0.8,-44.2782,4.77
Consumer,California,Office Supplies,Binders,88.752,3,0.2,27.735,4.77
Consumer,New York,Technology,Accessories,99.6,1,0,36.852,4.77
Home Office,Utah,Office Supplies,Binders,59.808,3,0.2,19.4376,4.76
Consumer,California,Office Supplies,Storage,51.45,3,0,13.8915,4.76
Home Office,Arizona,Technology,Accessories,31.992,1,0.2,4.7988,4.76
Corporate,Delaware,Office Supplies,Paper,20.04,3,0,9.6192,4.75
Home Office,New York,Technology,Machines,52.44,4,0,24.1224,4.75
Consumer,Maryland,Office Supplies,Binders,43.8,6,0,20.586,4.75
Consumer,California,Office Supplies,Paper,55.98,1,0,27.4302,4.74
Corporate,Arizona,Office Supplies,Fasteners,31.56,5,0.2,9.8625,4.74
Home Office,Pennsylvania,Office Supplies,Labels,47.36,4,0.2,17.76,4.74
Consumer,New York,Office Supplies,Envelopes,62.28,4,0,29.2716,4.74
Corporate,Washington,Technology,Accessories,98.16,6,0,9.816,4.74
Corporate,California,Office Supplies,Envelopes,57.9,5,0,28.95,4.74
Corporate,California,Technology,Phones,31.984,2,0.2,-7.996,4.74
Corporate,South Carolina,Technology,Phones,79.1,2,0,39.55,4.73
Home Office,California,Office Supplies,Paper,56.7,5,0,27.783,4.73
Consumer,Illinois,Office Supplies,Storage,35.168,2,0.2,-8.3524,4.73
Corporate,Pennsylvania,Furniture,Furnishings,51.968,2,0.2,10.3936,4.73
Consumer,Ohio,Office Supplies,Storage,62.04,5,0.2,4.653,4.73
Corporate,Florida,Office Supplies,Storage,81.36,5,0.2,-19.323,4.73
Consumer,New York,Furniture,Furnishings,56.96,2,0,21.0752,4.73
Consumer,Michigan,Technology,Phones,97.98,2,0,27.4344,4.73
Consumer,California,Office Supplies,Binders,76.176,3,0.2,26.6616,4.72
Home Office,New York,Technology,Machines,69.99,1,0,30.0957,4.72
Home Office,Ohio,Office Supplies,Storage,222.32,7,0.2,25.011,4.72
Consumer,Texas,Furniture,Furnishings,44.46,5,0.6,-17.784,4.71
Consumer,Georgia,Furniture,Furnishings,62.72,4,0,24.4608,4.71
Corporate,Illinois,Office Supplies,Binders,94.192,7,0.8,-164.836,4.71
Corporate,Washington,Office Supplies,Appliances,81.96,2,0,22.9488,4.71
Consumer,Pennsylvania,Technology,Accessories,47.984,2,0.2,0.5998,4.7
Home Office,Ohio,Office Supplies,Paper,20.736,4,0.2,7.2576,4.7
Corporate,California,Furniture,Chairs,63.936,3,0.2,6.3936,4.7
Consumer,Washington,Office Supplies,Paper,48.94,1,0,24.47,4.7
Corporate,California,Office Supplies,Storage,31.44,3,0,8.4888,4.69
Home Office,New York,Office Supplies,Binders,37.008,6,0.2,11.565,4.69
Corporate,Pennsylvania,Technology,Accessories,47.984,2,0.2,13.1956,4.69
Corporate,California,Office Supplies,Storage,80.98,1,0,3.2392,4.69
Consumer,Texas,Office Supplies,Paper,51.016,7,0.2,15.9425,4.69
Corporate,New York,Technology,Phones,87.8,4,0,43.9,4.69
Consumer,California,Furniture,Furnishings,94.2,5,0,39.564,4.69
Consumer,North Carolina,Technology,Phones,95.968,4,0.2,9.5968,4.68
Consumer,New York,Office Supplies,Paper,60.12,9,0,28.8576,4.68
Home Office,Illinois,Technology,Accessories,25.488,2,0.2,4.779,4.68
Corporate,Texas,Office Supplies,Paper,42.24,10,0.2,13.2,4.67
Consumer,Florida,Technology,Accessories,50.88,6,0.2,14.628,4.67
Consumer,California,Office Supplies,Paper,36.44,4,0,16.398,4.67
Corporate,California,Office Supplies,Art,50.8,5,0,13.208,4.66
Consumer,Florida,Technology,Accessories,111.96,5,0.2,-1.3995,4.66
Corporate,New York,Office Supplies,Fasteners,36.48,6,0,18.24,4.66
Home Office,Virginia,Office Supplies,Art,46.2,4,0,12.936,4.65
Consumer,Pennsylvania,Technology,Accessories,86.376,3,0.2,1.0797,4.65
Home Office,New York,Office Supplies,Binders,82.344,3,0.2,27.7911,4.64
Corporate,Kentucky,Office Supplies,Paper,13.76,2,0,6.3296,4.64
Corporate,Georgia,Office Supplies,Paper,38.88,6,0,18.6624,4.64
Consumer,Pennsylvania,Office Supplies,Paper,40.032,6,0.2,12.51,4.64
Corporate,Pennsylvania,Furniture,Furnishings,33.568,2,0.2,-5.4548,4.64
Consumer,Texas,Technology,Phones,95.992,1,0.2,9.5992,4.64
Corporate,California,Technology,Accessories,41.94,2,0,15.0984,4.64
Consumer,California,Office Supplies,Binders,41.72,5,0.2,13.0375,4.63
Home Office,Kentucky,Office Supplies,Binders,58.34,2,0,28.0032,4.63
Consumer,Florida,Office Supplies,Binders,39.936,4,0.7,-26.624,4.63
Consumer,Kentucky,Office Supplies,Binders,48.81,3,0,23.9169,4.63
Consumer,Minnesota,Furniture,Furnishings,53.34,3,0,16.5354,4.62
Home Office,District of Columbia,Furniture,Furnishings,37.68,2,0,15.8256,4.62
Home Office,Tennessee,Office Supplies,Binders,34.236,4,0.7,-26.2476,4.62
Corporate,Kentucky,Office Supplies,Paper,26.4,5,0,11.88,4.62
Consumer,Virginia,Office Supplies,Binders,36.4,8,0,18.2,4.62
Consumer,Washington,Furniture,Furnishings,139.58,7,0,39.0824,4.62
Corporate,Ohio,Office Supplies,Paper,30.96,6,0.2,11.223,4.62
Consumer,Missouri,Office Supplies,Appliances,33.99,3,0,14.6157,4.61
Corporate,Delaware,Office Supplies,Envelopes,57.96,7,0,27.2412,4.61
Consumer,Oregon,Office Supplies,Paper,25.92,5,0.2,9.072,4.61
Consumer,Michigan,Office Supplies,Storage,91.99,1,0,3.6796,4.6
Consumer,North Carolina,Technology,Accessories,74.112,8,0.2,17.6016,4.59
Consumer,California,Office Supplies,Paper,110.96,2,0,53.2608,4.59
Consumer,New York,Office Supplies,Storage,31.92,4,0,8.2992,4.59
Consumer,Texas,Office Supplies,Paper,28.352,1,0.2,9.5688,4.59
Home Office,Ohio,Office Supplies,Paper,30.96,6,0.2,11.223,4.59
Consumer,California,Furniture,Furnishings,25.4,5,0,8.636,4.59
Consumer,Ohio,Furniture,Chairs,85.246,2,0.3,-1.2178,4.59
Consumer,Washington,Office Supplies,Art,35.96,2,0,10.4284,4.58
Consumer,Florida,Furniture,Furnishings,45.696,3,0.2,5.1408,4.57
Home Office,Illinois,Furniture,Furnishings,23.976,3,0.6,-14.3856,4.57
Consumer,California,Office Supplies,Binders,43.584,12,0.2,15.7992,4.57
Home Office,California,Technology,Accessories,16.95,1,0,1.017,4.57
Corporate,Alabama,Office Supplies,Envelopes,98.46,9,0,49.23,4.57
Corporate,New York,Furniture,Furnishings,45.98,1,0,7.8166,4.57
Corporate,New York,Furniture,Bookcases,46.384,1,0.2,1.1596,4.55
Home Office,Missouri,Office Supplies,Binders,43.19,7,0,20.7312,4.55
Consumer,Ohio,Office Supplies,Paper,24.784,1,0.2,7.745,4.55
Home Office,Washington,Office Supplies,Storage,40.74,3,0,0.4074,4.55
Consumer,Indiana,Office Supplies,Envelopes,70.08,6,0,35.04,4.54
Consumer,Utah,Technology,Accessories,82.8,12,0,6.624,4.54
Consumer,California,Furniture,Furnishings,36.96,7,0,11.4576,4.54
Consumer,Maryland,Technology,Phones,89.97,3,0,25.1916,4.53
Corporate,California,Office Supplies,Art,39.68,2,0,16.2688,4.53
Home Office,Pennsylvania,Office Supplies,Binders,18.588,2,0.7,-13.6312,4.52
Consumer,Utah,Office Supplies,Paper,92.94,3,0,41.823,4.52
Consumer,Texas,Furniture,Furnishings,56.568,2,0.6,-74.9526,4.52
Consumer,California,Office Supplies,Art,99.2,5,0,25.792,4.52
Consumer,Texas,Office Supplies,Binders,18.24,3,0.8,-31.008,4.52
Consumer,New Jersey,Office Supplies,Art,34.65,3,0,9.702,4.52
Consumer,Illinois,Office Supplies,Paper,25.344,6,0.2,7.92,4.51
Consumer,Pennsylvania,Office Supplies,Labels,29.24,5,0.2,9.8685,4.51
Consumer,Louisiana,Furniture,Tables,85.98,1,0,22.3548,4.51
Home Office,New York,Office Supplies,Paper,37.94,2,0,18.2112,4.5
Home Office,Texas,Office Supplies,Appliances,73.164,6,0.8,-186.5682,4.5
Corporate,Florida,Office Supplies,Art,35.216,2,0.2,2.6412,4.49
Consumer,California,Office Supplies,Paper,19.98,1,0,9.3906,4.49
Corporate,Virginia,Office Supplies,Binders,63.96,4,0,30.7008,4.49
Home Office,Virginia,Furniture,Furnishings,67.96,4,0,12.2328,4.49
Consumer,Indiana,Technology,Accessories,99.39,3,0,40.7499,4.48
Corporate,Arizona,Office Supplies,Binders,72.588,2,0.7,-48.392,4.48
Home Office,Indiana,Office Supplies,Art,39.68,2,0,16.2688,4.48
Consumer,Virginia,Office Supplies,Art,101.94,6,0,29.5626,4.48
Corporate,Florida,Technology,Phones,73.568,4,0.2,-16.5528,4.48
Consumer,California,Office Supplies,Binders,10.92,3,0.2,4.095,4.47
Consumer,Illinois,Office Supplies,Binders,17.46,6,0.8,-30.555,4.47
Consumer,New York,Furniture,Furnishings,47.04,3,0,18.3456,4.47
Corporate,Arkansas,Office Supplies,Paper,114.2,5,0,52.532,4.47
Home Office,Indiana,Office Supplies,Labels,51.75,5,0,24.84,4.47
Corporate,Minnesota,Office Supplies,Paper,39.9,5,0,19.95,4.47
